Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Escherichia coli K-12","Bacteria;Proteobacteria;Gammaproteobacteria","ER3475","SAMN03277618","PRJNA271807","GCA_000974865.1","Complete",4.60963,50.8,"chromosome:NZ_CP010444.1/CP010444.1",,1,4181,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/974/865/GCA_000974865.1_ASM97486v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/865/GCF_000974865.1_ASM97486v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","DH1Ec169","SAMN03863378","PRJNA290012","GCA_001183685.1","Complete",4.60952,50.8,"chromosome:NZ_CP012127.1/CP012127.1",,1,4146,"2015-07-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/183/685/GCA_001183685.1_ASM118368v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/183/685/GCF_001183685.1_ASM118368v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","AS19-RrmA-","SAMN08630919","PRJNA436719","GCA_002993265.1","Complete",4.60796,50.8,"chromosome:NZ_CP027430.1/CP027430.1",,1,4147,"2018-03-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/993/265/GCA_002993265.1_ASM299326v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/993/265/GCF_002993265.1_ASM299326v1"
"Escherichia coli K-12","Bacteria;Proteobacteria;Gammaproteobacteria","ER3445","SAMN03277614","PRJNA271807","GCA_000974535.1","Complete",4.60763,50.8,"chromosome:NZ_CP010441.1/CP010441.1",,1,4181,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/974/535/GCA_000974535.1_ASM97453v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/535/GCF_000974535.1_ASM97453v1"
"Escherichia coli K-12","Bacteria;Proteobacteria;Gammaproteobacteria","ER3446","SAMN03277615","PRJNA271807","GCA_000974825.1","Complete",4.60686,50.8,"chromosome:NZ_CP010443.1/CP010443.1",,1,4181,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/974/825/GCA_000974825.1_ASM97482v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/825/GCF_000974825.1_ASM97482v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","WP3-S18-ESBL-07","SAMD00194426","PRJDB6962","GCA_014168935.1","Complete",4.68174,50.8292,"chromosome:AP022030.1; plasmid pWP3-S18-ESBL-07_1:AP022031.1",,2,4351,"2020-07-21T23:22:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/168/935/GCA_014168935.1_ASM1416893v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/168/935/GCF_014168935.1_ASM1416893v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","DH5alpha","SAMN07197446","PRJNA387700","GCA_002848225.1","Complete",4.60545,50.8,"chromosome:NZ_CP025520.1/CP025520.1",,1,4160,"2017-12-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/848/225/GCA_002848225.1_ASM284822v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/225/GCF_002848225.1_ASM284822v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","SQ2203","SAMN03276542","PRJNA241498","GCA_000988465.1","Complete",4.6053,50.8,"chromosome:NZ_CP011324.1/CP011324.1",,1,4232,"2015-05-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/988/465/GCA_000988465.1_ASM98846v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/988/465/GCF_000988465.1_ASM98846v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","SQ110","SAMN03276543","PRJNA241498","GCA_000988425.1","Complete",4.60513,50.8,"chromosome:NZ_CP011322.1/CP011322.1",,1,4211,"2015-05-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/988/425/GCA_000988425.1_ASM98842v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/988/425/GCF_000988425.1_ASM98842v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","EK2009","SAMN11774881","PRJNA543425","GCA_005954625.1","Complete",4.60501,50.8,"chromosome:NZ_CP040663.1/CP040663.1",,1,4172,"2019-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/954/625/GCA_005954625.1_ASM595462v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/954/625/GCF_005954625.1_ASM595462v1"
"Escherichia coli K-12","Bacteria;Proteobacteria;Gammaproteobacteria","ER3440","SAMN03277613","PRJNA271807","GCA_000974465.1","Complete",4.60454,50.8,"chromosome:NZ_CP010439.1/CP010439.1",,1,4190,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/974/465/GCA_000974465.1_ASM97446v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/465/GCF_000974465.1_ASM97446v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC10537","SAMEA3492660","PRJEB6403","GCA_900636305.1","Complete",4.60398,50.8,"chromosome 1:NZ_LR134248.1/LR134248.1",,1,4105,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/305/GCA_900636305.1_40415_B02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/305/GCF_900636305.1_40415_B02"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC9084","SAMEA3403037","PRJEB6403","GCA_900635175.1","Complete",4.60192,50.7,"chromosome 1:NZ_LR134075.1/LR134075.1",,1,4077,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/175/GCA_900635175.1_38936_C01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/175/GCF_900635175.1_38936_C01"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","KR2009","SAMN11774882","PRJNA543427","GCA_005954605.1","Complete",4.60151,50.8,"chromosome:NZ_CP040664.1/CP040664.1",,1,4153,"2019-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/954/605/GCA_005954605.1_ASM595460v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/954/605/GCF_005954605.1_ASM595460v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","C600","SAMN09260320","PRJNA472644","GCA_003367885.1","Complete",4.59982,50.8,"chromosome:NZ_CP031214.1/CP031214.1",,1,4182,"2018-08-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/367/885/GCA_003367885.1_ASM336788v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/367/885/GCF_003367885.1_ASM336788v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","ER1821R","SAMN05210771","PRJNA324607","GCA_001663075.1","Complete",4.59558,50.8,"chromosome:NZ_CP016018.1/CP016018.1",,1,4169,"2016-06-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/075/GCA_001663075.1_ASM166307v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/075/GCF_001663075.1_ASM166307v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC9087","SAMEA3443772","PRJEB6403","GCA_900636145.1","Complete",4.59469,50.7,"chromosome 1:NZ_LR134231.1/LR134231.1",,1,4192,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/145/GCA_900636145.1_39111_A02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/145/GCF_900636145.1_39111_A02"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","WG5","SAMN07819355","PRJNA415232","GCA_002761835.1","Complete",4.59289,51,"chromosome:NZ_CP024090.1/CP024090.1",,1,4107,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/761/835/GCA_002761835.1_ASM276183v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/761/835/GCF_002761835.1_ASM276183v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","RR1","SAMN03384316","PRJNA272568","GCA_001276585.2","Complete",4.58729,50.8,"chromosome:NZ_CP011113.2/CP011113.2",,1,4126,"2015-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/276/585/GCA_001276585.2_ASM127658v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/276/585/GCF_001276585.2_ASM127658v2"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","K-12 substr. RV308","SAMEA2547783","PRJEB6354","GCA_000952955.1","Complete",4.58562,50.8,"chromosome 1:NZ_LM995446.1/LM995446.1",,1,4148,"2014-09-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/952/955/GCA_000952955.1_EcRV308Chr","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/952/955/GCF_000952955.1_EcRV308Chr"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NEB5-alpha_F'Iq","SAMN14933835","PRJNA341475","GCA_013167075.1","Complete",4.82745,50.7599,"chromosome:NZ_CP053607.1/CP053607.1; plasmid F'Iq:NZ_CP053608.1/CP053608.1",,2,4363,"2020-05-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/075/GCA_013167075.1_ASM1316707v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/167/075/GCF_013167075.1_ASM1316707v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","K-12 substr. HMS174","SAMEA2547782","PRJEB6353","GCA_000953515.1","Complete",4.58486,50.8,"chromosome 1:NZ_LM993812.1/LM993812.1",,1,4153,"2014-09-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/515/GCA_000953515.1_EcHMS174Chr","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/515/GCF_000953515.1_EcHMS174Chr"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","K-12 NEB 5-alpha","SAMN05725120","PRJNA341475","GCA_001723505.1","Complete",4.58364,50.8,"chromosome:NZ_CP017100.1/CP017100.1",,1,4139,"2016-09-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/505/GCA_001723505.1_ASM172350v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/505/GCF_001723505.1_ASM172350v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","ER1709","SAMN09483841","PRJNA477851","GCA_003717595.1","Complete",4.58284,50.8,"chromosome:NZ_CP030240.1/CP030240.1",,1,4063,"2018-11-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/595/GCA_003717595.1_ASM371759v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/717/595/GCF_003717595.1_ASM371759v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","DH5alpha","SAMN13175516","PRJNA587053","GCA_009648495.1","Complete",4.76227,50.819,"chromosome:NZ_CP045741.1/CP045741.1; plasmid pTHNK130-1:NZ_CP045742.1/CP045742.1",,2,4297,"2019-11-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/648/495/GCA_009648495.1_ASM964849v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/648/495/GCF_009648495.1_ASM964849v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","CQSW20","SAMN04288058","PRJNA303642","GCA_001455385.1","Complete",4.57907,50.8,"chromosome:NZ_CP013253.1/CP013253.1",,1,3980,"2015-12-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/455/385/GCA_001455385.1_ASM145538v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/455/385/GCF_001455385.1_ASM145538v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2018.02.02CC","SAMD00190249","PRJDB8858","GCA_011404895.1","Complete",4.62239,50.8618,"chromosome:NZ_AP021896.1/AP021896.1; plasmid p2018_02_02CC:NZ_AP021897.1/AP021897.1",,2,4073,"2020-02-10T23:15:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/404/895/GCA_011404895.1_ASM1140489v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/404/895/GCF_011404895.1_ASM1140489v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC9102","SAMEA3403047","PRJEB6403","GCA_900636115.1","Complete",4.57306,50.7,"chromosome 1:NZ_LR134227.1/LR134227.1",,1,3987,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/115/GCA_900636115.1_39038_A01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/115/GCF_900636115.1_39038_A01"
"Escherichia coli 'BL21-Gold(DE3)pLysS AG'","Bacteria;Proteobacteria;Gammaproteobacteria","BL21-Gold(DE3)pLysS AG","SAMN00002656","PRJNA30681","GCA_000023665.1","Complete",4.57094,50.8,"chromosome:NC_012947.1/CP001665.1",,1,4122,"2009-07-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/665/GCA_000023665.1_ASM2366v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/665/GCF_000023665.1_ASM2366v1"
"Escherichia coli B","Bacteria;Proteobacteria;Gammaproteobacteria","C3029","SAMN04435508","PRJNA309540","GCA_001559635.1","Complete",4.56919,50.8,"chromosome:NZ_CP014269.1/CP014269.1",,1,4134,"2016-02-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/635/GCA_001559635.1_ASM155963v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/635/GCF_001559635.1_ASM155963v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","HST04","SAMN04396805","PRJNA298687","GCA_002118095.1","Complete",4.56724,50.8,"chromosome:NZ_CP013952.1/CP013952.1",,1,4135,"2017-04-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/118/095/GCA_002118095.1_ASM211809v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/118/095/GCF_002118095.1_ASM211809v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","Nico21(DE3)","SAMN14933841","PRJNA341475","GCA_013166955.1","Complete",4.56091,50.8,"chromosome:NZ_CP053600.1/CP053600.1",,1,4098,"2020-05-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/166/955/GCA_013166955.1_ASM1316695v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/166/955/GCF_013166955.1_ASM1316695v1"
"Escherichia coli BL21(DE3)","Bacteria;Proteobacteria;Gammaproteobacteria","BL21(DE3)","SAMN14933839","PRJNA341475","GCA_013167015.1","Complete",4.56025,50.8,"chromosome:NZ_CP053602.1/CP053602.1",,1,4101,"2020-05-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/015/GCA_013167015.1_ASM1316701v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/167/015/GCF_013167015.1_ASM1316701v1"
"Escherichia coli BL21(DE3)","Bacteria;Proteobacteria;Gammaproteobacteria","BL21(DE3)","SAMN02603478","PRJNA20713","GCA_000022665.2","Complete",4.55895,50.8,"chromosome:NC_012971.2/CP001509.3",,1,4118,"2009-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/665/GCA_000022665.2_ASM2266v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/665/GCF_000022665.1_ASM2266v1"
"Escherichia coli BL21(DE3)","Bacteria;Proteobacteria;Gammaproteobacteria","BL21(DE3)","SAMEA2272558","PRJEA28965","GCA_000009565.2","Complete",4.55895,50.8,"chromosome:NC_012892.2/AM946981.2",,1,4095,"2009-06-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/565/GCA_000009565.2_ASM956v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/565/GCF_000009565.1_ASM956v1"
"Escherichia coli ER2796","Bacteria;Proteobacteria;Gammaproteobacteria","ER2796","SAMN03093203","PRJNA263007","GCA_000800215.1","Complete",4.55866,50.8,"chromosome:NZ_CP009644.1/CP009644.1",,1,4132,"2014-12-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/215/GCA_000800215.1_ASM80021v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/215/GCF_000800215.1_ASM80021v1"
"Escherichia coli K-12","Bacteria;Proteobacteria;Gammaproteobacteria","ER3413","SAMN03107000","PRJNA263793","GCA_000800765.1","Complete",4.55866,50.8,"chromosome:NZ_CP009789.1/CP009789.1",,1,4131,"2014-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/765/GCA_000800765.1_ASM80076v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/765/GCF_000800765.1_ASM80076v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2018-11-3CC","SAMD00190255","PRJDB8858","GCA_011404755.1","Complete",4.55777,50.9,"chromosome:NZ_AP021895.1/AP021895.1",,1,4065,"2020-02-10T23:15:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/404/755/GCA_011404755.1_ASM1140475v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/404/755/GCF_011404755.1_ASM1140475v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","C41(DE3)","SAMN03292179","PRJNA273434","GCA_000830035.1","Complete",4.55751,50.8,"chromosome:NZ_CP010585.1/CP010585.1",,1,4137,"2015-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/035/GCA_000830035.1_ASM83003v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/035/GCF_000830035.1_ASM83003v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","SC457","SAMEA6595235","PRJEB36951","GCA_902825185.1","Complete",4.55591,50.9,"chromosome 1:NZ_LR782231.1/LR782231.1",,1,3941,"2020-03-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/825/185/GCA_902825185.1_SC457","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/825/185/GCF_902825185.1_SC457"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","BLR(DE3)","SAMN06619924","PRJNA379778","GCA_002090355.1","Complete",4.55081,50.8,"chromosome:NZ_CP020368.1/CP020368.1",,1,4103,"2017-04-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/090/355/GCA_002090355.1_ASM209035v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/090/355/GCF_002090355.1_ASM209035v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","MT102","SAMN10713359","PRJNA513464","GCA_004022505.2","Complete",4.54895,50.7,"chromosome:NZ_CP034953.2/CP034953.2",,1,4118,"2019-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/022/505/GCA_004022505.2_ASM402250v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/022/505/GCF_004022505.2_ASM402250v2"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","P276M","SAMN12789775","PRJNA566431","GCA_009762385.1","Complete",4.64246,50.658,"chromosome:NZ_CP044293.1/CP044293.1; plasmid p276M-CTX-M-55:NZ_CP044294.1/CP044294.1",,2,4040,"2019-12-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/762/385/GCA_009762385.1_ASM976238v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/762/385/GCF_009762385.1_ASM976238v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","CAR","SAMN08367764","PRJNA430164","GCA_002899495.1","Complete",4.54465,50.8,"chromosome:NZ_CP026026.1/CP026026.1",,1,4158,"2018-01-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/899/495/GCA_002899495.1_ASM289949v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/899/495/GCF_002899495.1_ASM289949v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC9100","SAMEA3451123","PRJEB6403","GCA_900636235.1","Complete",4.53259,50.7,"chromosome 1:NZ_LR134239.1/LR134239.1",,1,4113,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/235/GCA_900636235.1_39610_B01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/235/GCF_900636235.1_39610_B01"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","BL21-AI","SAMN13714347","PRJNA598716","GCA_009832985.1","Complete",4.53056,50.8,"chromosome:NZ_CP047231.1/CP047231.1",,1,4075,"2020-01-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/832/985/GCA_009832985.1_ASM983298v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/832/985/GCF_009832985.1_ASM983298v1"
"Escherichia coli BL21","Bacteria;Proteobacteria;Gammaproteobacteria","BL21","SAMN14933840","PRJNA341475","GCA_013166975.1","Complete",4.52941,50.8,"chromosome:NZ_CP053601.1/CP053601.1",,1,4063,"2020-05-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/166/975/GCA_013166975.1_ASM1316697v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/166/975/GCF_013166975.1_ASM1316697v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","INSC1002","SAMN13226783","PRJNA588095","GCA_009663855.1","Complete",4.52812,50.8,"chromosome:NZ_CP045977.1/CP045977.1",,1,4076,"2019-11-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/663/855/GCA_009663855.1_ASM966385v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/663/855/GCF_009663855.1_ASM966385v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","BL21 (TaKaRa)","SAMN03301757","PRJNA272570","GCA_000833145.1","Complete",4.52812,50.8,"chromosome:NZ_CP010816.1/CP010816.1",,1,4065,"2015-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/145/GCA_000833145.1_ASM83314v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/833/145/GCF_000833145.1_ASM83314v1"
"Escherichia coli str. K-12 substr. MC4100","Bacteria;Proteobacteria;Gammaproteobacteria","K-12 substr. MC4100","SAMEA3138816","PRJEB4621","GCA_000499485.1","Complete",4.52725,50.8,"chromosome I:NZ_HG738867.1/HG738867.1",,1,4096,"2013-11-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/485/GCA_000499485.1_MYMC4100","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/485/GCF_000499485.1_MYMC4100"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NEB_Turbo","SAMN14933836","PRJNA341475","GCA_013167055.1","Complete",4.75858,50.7805,"chromosome:NZ_CP053605.1/CP053605.1; plasmid F':NZ_CP053606.1/CP053606.1",,2,4308,"2020-05-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/055/GCA_013167055.1_ASM1316705v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/167/055/GCF_013167055.1_ASM1316705v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","63-2","SAMN14278030","PRJNA610125","GCA_014075595.1","Complete",4.60312,50.9005,"chromosome:CP050040.1; plasmid pCD63-2-1:CP050041.1; plasmid pCD63-2-2:CP050042.1; plasmid pCD63-2-3:CP050043.1",,4,4081,"2020-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/075/595/GCA_014075595.1_ASM1407559v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/075/595/GCF_014075595.1_ASM1407559v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","USML2","SAMN03294311","PRJNA273553","GCA_000833635.2","Complete",4.50276,50.8,"chromosome:NZ_CP011124.1/CP011124.1",,1,4057,"2017-03-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/635/GCA_000833635.2_ASM83363v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/833/635/GCF_000833635.2_ASM83363v2"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","C43(DE3)","SAMN03761398","PRJNA275043","GCA_001039415.1","Complete",4.50145,50.8,"chromosome:NZ_CP011938.1/CP011938.1",,1,4074,"2015-06-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/039/415/GCA_001039415.1_ASM103941v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/039/415/GCF_001039415.1_ASM103941v1"
"Shigella sonnei 53G","Bacteria;Proteobacteria;Gammaproteobacteria","53G","SAMEA2272161","PRJEA78129","GCA_000283715.1","Complete",5.22047,50.7341,"chromosome:HE616528.1; plasmid A:HE616529.1; plasmid B:HE616530.1; plasmid C:HE616531.1; plasmid E:HE616532.1",,5,0,"2012-01-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/715/GCA_000283715.1_ASM28371v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/715/GCF_000283715.1_ASM28371v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","T7Express_LysYIq","SAMN14933844","PRJNA341475","GCA_013166915.1","Complete",4.49135,50.7958,"chromosome:NZ_CP053595.1/CP053595.1; plasmid pMiniF_lysY/lacIq:NZ_CP053596.1/CP053596.1",,2,4034,"2020-05-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/166/915/GCA_013166915.1_ASM1316691v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/166/915/GCF_013166915.1_ASM1316691v1"
